recency,frequency,monetary,country
0.9004487674940431,0.4057295385964608,0.2517785188840405,Iceland
0.170421262931767,-0.26392529410535565,-0.02793878843733359,Finland
0.7404427390968319,-0.07766368500948617,-0.032357029704937874,Italy
-2.1796672791522727,-0.3260124971373122,-0.1907803116397082,Norway
0.5604359571499693,-0.024446082410666314,0.05096394299320095,Norway
-1.1196273410207485,-0.3836648999527003,-0.21809793338498643,Bahrain
-1.399637890715868,-0.14418568825801098,-0.10784784138611309,Spain
-1.2196311087690055,-0.34375169800358546,-0.17686546763742717,Bahrain
0.7004412319975292,-0.13975088804144267,0.08495957667205384,Portugal
0.5904370874744465,0.17955472755147647,0.46302477502651024,Switzerland
0.9104491442688688,-0.3171428967041755,-0.09797832083217518,Austria
0.3504280448786296,0.6851219522402651,0.474419362483098,Cyprus
0.4004299287527581,0.17068512711833983,0.06833189468308808,Austria
-1.9496586133312817,-0.3570560986532904,-0.20686587130634512,Belgium
0.8904483907192174,0.7782527567881998,0.3537720990457203,Belgium
-0.16959154741230684,-0.2994036958379022,-0.16655735120053736,Unspecified
0.8504468836199146,-0.024446082410666314,-0.08183264903944842,Belgium
-1.9896601204305844,-0.30383849605447055,-0.15660768114514628,Cyprus
0.8804480139443918,-0.3526212984367221,-0.20920356509872834,Denmark
0.4104303055275838,0.3347727351313677,0.16627903820890458,Cyprus
0.48043294295136374,-0.12201168717516937,-0.01783995125423808,Switzerland
0.2104227700310698,-0.1707944895574209,-0.08350910944484324,Denmark
-2.1896676559270984,-0.3393168977870171,-0.18741848532875713,Austria
0.670440101673052,-0.25505569367221903,-0.14530326187769316,Austria
0.8204457532954376,-0.3260124971373122,-0.17707697326626184,Finland
-2.229669163026401,-0.05992448414321288,-0.04676501577865979,Switzerland
-0.3695990829088208,0.5698171466094887,0.21822927340078077,Switzerland
0.11041900228281279,-0.22401209215624077,-0.13313500909457843,Belgium
0.7104416087723548,0.059815121704131786,0.07531714637223318,Belgium
0.8804480139443918,-0.01557648197752967,-0.02258769602781639,Norway
-0.9196198055242344,0.037641120621290186,-0.022003272579720585,Belgium
0.640438971348575,-0.28166449497162893,-0.16285377632089024,Switzerland
-2.4496774520725664,-0.3570560986532904,-0.18326629587847645,Australia
0.770443869421309,0.04207592083785851,0.08153429867245233,Australia
0.1304197558324642,-0.2594904938887873,-0.16679779970489675,Belgium
0.7104416087723548,0.011032319321880257,-0.1790628998022674,Cyprus
0.20042239325624409,-0.11757688695860105,-0.05183224537053043,Australia
0.2904257842296754,-0.28166449497162893,-0.08635441674642967,Belgium
0.7304423623220062,0.2904247329656845,0.10802482209023496,Belgium
0.570436333924795,0.15738072646863485,0.04026175817416655,Belgium
0.470432566176538,-0.024446082410666314,-0.045925672388442196,Switzerland
-0.26959531516056384,-0.13975088804144267,-0.10459176788957932,Belgium
-2.1096646417284926,-0.37923009973613203,-0.21862113151947218,Belgium
-2.3096721772250066,-0.3526212984367221,-0.20289179185929368,Belgium
0.4304310590772352,-0.37923009973613203,-0.18039427207640563,Denmark
-0.5596062416305092,-0.16192488912428427,-0.03760682205011846,Finland
0.7004412319975292,0.06424992192070011,0.1521816314533136,Denmark
0.4304310590772352,-0.05992448414321288,-0.037859515617199885,Belgium
0.6004374642492721,0.06424992192070011,0.09354447882770121,Belgium
0.1404201326072899,0.0819891227869734,1.0045905035952891,Switzerland
-2.159666525602621,-0.28609929518819727,-0.1508246719777983,Switzerland
0.1804216397065927,-0.13088128760830603,-0.0914305518384618,Denmark
0.2604246539051983,-0.2328816925893774,-0.14361455640957635,France
-1.2496322390934824,-0.32157769692074384,-0.1653985229920274,Austria
0.8904483907192174,0.45007754076214407,0.17820795567518008,Belgium
-0.19959267773678394,-0.2506208934556507,-0.15357981109024996,Switzerland
0.2904257842296754,-0.2727948945384923,-0.16117063679037433,Cyprus
0.770443869421309,-0.20183809107339917,-0.13816661668580327,Spain
-0.029586272564747017,-0.22844689237280907,-0.13855400594282677,Australia
0.9204495210436946,0.15294592625206654,-0.02102923349956091,Belgium
-0.699611516478069,-0.268360094321924,-0.03197743276055564,Australia
0.1404201326072899,-0.24175129302251405,-0.14148836824602778,Portugal
-1.0196235732724914,-0.268360094321924,-0.16313652595101658,Germany
0.7104416087723548,-0.26392529410535565,-0.13607827689794091,Germany
0.670440101673052,0.9024271628521128,0.6576978953685029,Finland
0.8304461300702632,0.02877152018815354,0.18948454525462868,Denmark
0.4904333197261894,-0.3526212984367221,-0.1994631742971316,Norway
0.570436333924795,0.6407739500745818,0.48665551970494386,Australia
0.5004336965010151,0.07755432257040508,0.3351918861463545,Norway
0.9204495210436946,1.4612119901397214,1.2609798532437193,Norway
0.08041787195833569,-0.17966408999055755,-0.1382668035626197,Australia
0.1304197558324642,-0.24175129302251405,0.6436082809255532,Denmark
-0.06958777966404982,-0.33044729735388045,-0.17134294434980185,Norway
0.9104491442688688,0.48555594249469064,0.3231794796160653,France
0.7804442461961347,0.033206320404721865,0.09558161198963512,Norway
-2.7396883785425117,-0.3526212984367221,-0.2086859329018435,France
0.8904483907192174,-0.34818649822015374,-0.2088517978423507,Spain
0.7104416087723548,0.38355553751361926,0.32919625816265163,Norway
0.7004412319975292,-0.3836648999527003,-0.21315538079537616,Spain
0.3504280448786296,-0.14418568825801098,-0.11642940397919987,RSA
-1.5096420352389508,-0.28609929518819727,-0.1749630301654353,Belgium
0.48043294295136374,-0.30383849605447055,-0.17797308922000873,Spain
